Sample	Population	SuperPopulation	isFemale	PurpleHair	CaffeineConsumption	HasSixToes
HG02523	KHV	EAS	true	true	2	false
HG02524	KHV	EAS	false	true	4	false
HG02525	KHV	EAS	true	false	3	false
HG02526	KHV	EAS	true	false	4	false
HG02536	ACB	AFR	false	false	5	false
HG02537	ACB	AFR	true	false	6	false
HG02541	ACB	AFR	false	true	5	false
HG02545	ACB	AFR	false	false	3	false
HG02546	ACB	AFR	true	true	4	false
HG02547	ACB	AFR	false	true	8	false
HG02549	ACB	AFR	true	false	1	false
HG02554	ACB	AFR	false	true	4	false
HG02555	ACB	AFR	true	true	5	false
HG02557	ACB	AFR	false	false	4	false
HG02558	ACB	AFR	true	false	5	false
HG02559	ACB	AFR	true	true	4	false
HG02561	GWD	AFR	false	true	4	false
HG02562	GWD	AFR	true	false	4	false
HG02563	GWD	AFR	false	true	3	false
HG02567	GWD	AFR	false	true	5	false
HG02568	GWD	AFR	true	false	4	false
HG02569	GWD	AFR	false	false	3	false
HG02570	GWD	AFR	false	true	6	false
HG02571	GWD	AFR	true	false	6	false
HG02572	GWD	AFR	false	false	4	false
HG02573	GWD	AFR	false	true	2	false
HG02574	GWD	AFR	true	true	2	false
HG02575	GWD	AFR	false	true	1	false
HG02577	ACB	AFR	true	true	4	false
HG02580	ACB	AFR	true	true	6	false
HG02582	GWD	AFR	false	false	4	false
HG02583	GWD	AFR	true	false	3	false
HG02584	GWD	AFR	false	true	5	false
HG02585	GWD	AFR	false	false	6	false
HG02586	GWD	AFR	true	true	2	false
HG02587	GWD	AFR	true	true	4	false
HG02588	GWD	AFR	false	true	5	false
HG02589	GWD	AFR	true	true	4	false
HG02590	GWD	AFR	false	true	5	false
HG02594	GWD	AFR	false	true	7	false
HG02595	GWD	AFR	true	true	5	false
HG02596	GWD	AFR	false	true	8	false
HG02597	PJL	SAS	false	true	6	false
HG02599	PJL	SAS	false	true	7	false
HG02600	PJL	SAS	false	true	2	false
HG02601	PJL	SAS	true	false	7	false
HG02602	PJL	SAS	false	true	5	false
HG02603	PJL	SAS	false	true	3	false
HG02604	PJL	SAS	true	true	4	false
HG02605	PJL	SAS	true	true	5	false
HG02610	GWD	AFR	false	true	3	false
HG02611	GWD	AFR	true	true	6	true
HG02612	GWD	AFR	false	true	5	false
HG02613	GWD	AFR	false	false	4	false
HG02614	GWD	AFR	true	true	3	false
HG02615	GWD	AFR	true	false	6	false
HG02620	GWD	AFR	false	false	3	false
HG02621	GWD	AFR	true	true	2	false
HG02622	GWD	AFR	true	false	6	false
HG02623	GWD	AFR	false	false	5	false
HG02624	GWD	AFR	true	true	0	false
HG02625	GWD	AFR	false	true	3	false
HG02628	GWD	AFR	false	true	6	false
HG02629	GWD	AFR	true	true	4	false
HG02630	GWD	AFR	true	true	3	false
HG02634	GWD	AFR	false	true	4	true
HG02635	GWD	AFR	true	false	5	false
HG02636	GWD	AFR	false	true	4	false
HG02642	GWD	AFR	false	false	4	false
HG02643	GWD	AFR	true	false	0	false
HG02644	GWD	AFR	false	false	6	false
HG02645	GWD	AFR	false	false	6	false
HG02646	GWD	AFR	true	false	6	false
HG02647	GWD	AFR	false	true	2	false
HG02648	PJL	SAS	false	false	4	false
HG02649	PJL	SAS	true	false	2	false
HG02650	PJL	SAS	false	false	5	false
HG02651	PJL	SAS	false	true	7	false
HG02652	PJL	SAS	true	true	5	false
HG02653	PJL	SAS	true	false	4	false
HG02654	PJL	SAS	false	true	0	false
HG02655	PJL	SAS	true	true	4	false
HG02656	PJL	SAS	false	false	2	false
HG02657	PJL	SAS	false	false	5	false
HG02658	PJL	SAS	true	false	6	false
HG02659	PJL	SAS	true	false	4	false
HG02660	PJL	SAS	false	false	3	false
HG02661	PJL	SAS	true	true	7	true
HG02662	PJL	SAS	true	false	5	false
HG02666	GWD	AFR	false	true	5	false
HG02667	GWD	AFR	true	false	6	false
HG02668	GWD	AFR	false	true	2	false
HG02675	GWD	AFR	false	true	3	false
HG02676	GWD	AFR	true	false	5	false
HG02677	GWD	AFR	true	true	5	false
HG02678	GWD	AFR	false	true	5	false
HG02679	GWD	AFR	true	true	3	false
HG02680	GWD	AFR	true	false	6	false
HG02681	PJL	SAS	false	false	2	false
HG02682	PJL	SAS	true	false	6	false
HG02683	PJL	SAS	true	false	0	false
HG02684	PJL	SAS	false	false	6	false
HG02685	PJL	SAS	true	false	4	false
HG02686	PJL	SAS	false	false	4	false
HG02687	PJL	SAS	false	true	4	false
HG02688	PJL	SAS	true	true	7	false
HG02689	PJL	SAS	false	false	3	false
HG02690	PJL	SAS	false	false	6	false
HG02691	PJL	SAS	true	true	5	false
HG02692	PJL	SAS	true	false	4	false
HG02694	PJL	SAS	true	true	4	false
HG02696	PJL	SAS	false	false	7	false
HG02697	PJL	SAS	true	true	4	false
HG02698	PJL	SAS	false	true	4	false
HG02699	PJL	SAS	false	false	3	false
HG02700	PJL	SAS	true	true	3	false
HG02701	PJL	SAS	false	true	5	false
HG02702	GWD	AFR	false	true	3	false
HG02703	GWD	AFR	true	false	7	false
HG02704	GWD	AFR	true	true	5	false
HG02715	GWD	AFR	false	false	3	false
HG02716	GWD	AFR	true	true	4	false
HG02717	GWD	AFR	false	false	1	false
HG02721	GWD	AFR	false	true	4	false
HG02722	GWD	AFR	true	false	6	false
HG02723	GWD	AFR	true	false	3	false
HG02724	PJL	SAS	false	true	2	false
HG02725	PJL	SAS	true	true	5	false
HG02726	PJL	SAS	true	true	2	false
HG02727	PJL	SAS	false	false	4	false
HG02728	PJL	SAS	true	true	2	false
HG02729	PJL	SAS	false	true	2	false
HG02731	PJL	SAS	true	true	2	false
HG02733	PJL	SAS	false	false	2	false
HG02734	PJL	SAS	true	true	2	false
HG02735	PJL	SAS	false	true	5	false
HG02736	PJL	SAS	false	true	4	false
HG02737	PJL	SAS	true	false	4	false
HG02738	PJL	SAS	false	true	2	false
HG02756	GWD	AFR	false	true	3	false
HG02757	GWD	AFR	true	false	3	false
HG02758	GWD	AFR	true	true	5	false
HG02759	GWD	AFR	false	true	2	false
HG02760	GWD	AFR	true	false	4	true
HG02761	GWD	AFR	true	true	2	false
HG02762	GWD	AFR	false	false	6	true
HG02763	GWD	AFR	true	true	5	false
HG02764	GWD	AFR	false	true	4	false
HG02768	GWD	AFR	false	true	2	false
HG02769	GWD	AFR	true	false	5	false
HG02770	GWD	AFR	true	false	5	false
HG02771	GWD	AFR	false	true	2	false
HG02772	GWD	AFR	true	true	2	false
HG02773	GWD	AFR	false	false	6	false
HG02774	PJL	SAS	false	false	3	false
HG02775	PJL	SAS	true	true	6	false
HG02776	PJL	SAS	true	true	5	false
HG02778	PJL	SAS	true	true	4	false
HG02779	PJL	SAS	false	true	0	false
HG02780	PJL	SAS	false	false	3	false
HG02781	PJL	SAS	true	true	4	false
HG02783	PJL	SAS	false	false	3	false
HG02784	PJL	SAS	true	false	3	false
HG02785	PJL	SAS	true	false	4	false
HG02786	PJL	SAS	false	false	4	false
HG02787	PJL	SAS	true	true	4	false
HG02788	PJL	SAS	true	true	7	false
HG02789	PJL	SAS	false	false	2	false
HG02790	PJL	SAS	true	false	8	false
HG02791	PJL	SAS	false	true	4	false
HG02792	PJL	SAS	false	false	5	true
HG02793	PJL	SAS	true	false	5	false
HG02794	PJL	SAS	false	false	7	false
HG02798	GWD	AFR	false	false	6	false
HG02799	GWD	AFR	true	true	4	false
HG02800	GWD	AFR	false	false	0	false
HG02804	GWD	AFR	false	false	4	false
HG02805	GWD	AFR	true	true	4	false
HG02806	GWD	AFR	true	true	4	false
HG02807	GWD	AFR	false	false	2	false
HG02808	GWD	AFR	true	false	4	false
HG02809	GWD	AFR	true	false	4	false
HG02810	GWD	AFR	false	false	5	false
HG02811	GWD	AFR	true	true	7	false
HG02812	GWD	AFR	false	false	4	false
HG02813	GWD	AFR	false	false	2	false
HG02814	GWD	AFR	true	true	8	false
HG02815	GWD	AFR	false	true	4	false
HG02816	GWD	AFR	false	true	4	false
HG02817	GWD	AFR	true	false	4	false
HG02818	GWD	AFR	true	false	2	false
HG02819	GWD	AFR	false	true	1	false
HG02820	GWD	AFR	true	false	3	false
HG02821	GWD	AFR	false	true	4	false
HG02836	GWD	AFR	false	false	2	false
HG02837	GWD	AFR	true	true	5	false
HG02838	GWD	AFR	false	true	4	false
HG02839	GWD	AFR	false	true	6	false
HG02840	GWD	AFR	true	true	6	false
HG02841	GWD	AFR	true	true	5	false
HG02851	GWD	AFR	false	false	5	false
HG02852	GWD	AFR	true	true	4	false
HG02853	GWD	AFR	false	true	5	false
HG02854	GWD	AFR	false	false	9	false
HG02855	GWD	AFR	true	false	4	false
HG02856	GWD	AFR	false	false	0	false
HG02860	GWD	AFR	false	true	5	false
HG02861	GWD	AFR	true	true	2	false
HG02862	GWD	AFR	true	false	5	false
HG02869	GWD	AFR	false	true	5	false
HG02870	GWD	AFR	true	true	2	false
HG02871	GWD	AFR	true	true	5	false
HG02878	GWD	AFR	false	true	2	false
HG02879	GWD	AFR	true	true	3	false
HG02880	GWD	AFR	true	false	5	false
HG02881	GWD	AFR	false	true	3	false
HG02882	GWD	AFR	true	true	3	false
HG02883	GWD	AFR	false	true	4	false
HG02884	GWD	AFR	false	true	5	false
HG02885	GWD	AFR	true	true	9	false
HG02886	GWD	AFR	true	true	3	false
HG02887	GWD	AFR	false	true	2	false
HG02888	GWD	AFR	true	false	7	false
HG02889	GWD	AFR	true	false	3	false
HG02890	GWD	AFR	false	true	2	false
HG02891	GWD	AFR	true	false	0	false
HG02892	GWD	AFR	false	true	5	false
HG02895	GWD	AFR	false	true	2	false
HG02896	GWD	AFR	true	true	3	false
HG02897	GWD	AFR	true	true	6	false
HG02922	ESN	AFR	true	true	6	false
HG02923	ESN	AFR	false	false	5	false
HG02924	ESN	AFR	false	false	6	false
HG02938	ESN	AFR	false	true	6	false
HG02939	ESN	AFR	false	false	4	false
HG02941	ESN	AFR	false	false	7	false
HG02942	ESN	AFR	false	true	8	false
HG02943	ESN	AFR	true	true	6	false
HG02944	ESN	AFR	false	true	4	false
HG02945	ESN	AFR	true	false	2	false
HG02946	ESN	AFR	true	false	2	false
HG02947	ESN	AFR	false	false	2	false
HG02948	ESN	AFR	false	true	6	false
HG02952	ESN	AFR	true	true	5	false
HG02953	ESN	AFR	false	true	3	false
HG02954	ESN	AFR	false	false	4	false
HG02964	ESN	AFR	true	true	4	false
HG02965	ESN	AFR	false	true	7	false
HG02966	ESN	AFR	false	true	1	false
HG02968	ESN	AFR	false	true	4	false
HG02969	ESN	AFR	true	true	4	false
HG02970	ESN	AFR	true	false	2	false
HG02971	ESN	AFR	false	false	4	false
HG02972	ESN	AFR	false	false	2	false
HG02973	ESN	AFR	false	false	0	true
HG02974	ESN	AFR	true	true	5	false
HG02975	ESN	AFR	false	true	3	false
HG02976	ESN	AFR	true	true	4	false
HG02977	ESN	AFR	false	true	5	false
HG02978	ESN	AFR	true	false	2	false
HG02979	ESN	AFR	true	true	6	false
HG02980	ESN	AFR	false	false	3	false
HG02981	ESN	AFR	false	false	4	false
HG02982	GWD	AFR	false	false	6	false
HG02983	GWD	AFR	true	false	4	false
HG02984	GWD	AFR	false	false	0	false
HG03006	BEB	SAS	false	false	2	false
HG03007	BEB	SAS	true	false	4	false
HG03008	BEB	SAS	false	false	4	false
HG03009	BEB	SAS	false	true	5	false
HG03012	BEB	SAS	false	false	6	false
HG03015	PJL	SAS	false	true	4	false
HG03016	PJL	SAS	true	true	6	false
HG03017	PJL	SAS	false	true	1	false
HG03018	PJL	SAS	false	false	0	false
HG03019	PJL	SAS	true	false	6	false
HG03021	PJL	SAS	false	false	3	false
HG03022	PJL	SAS	true	true	7	false
HG03023	PJL	SAS	false	true	4	false
HG03024	GWD	AFR	false	true	7	false
HG03025	GWD	AFR	true	true	5	false
HG03026	GWD	AFR	true	true	2	false
HG03027	GWD	AFR	false	true	6	false
HG03028	GWD	AFR	true	true	4	false
HG03029	GWD	AFR	false	true	4	false
HG03033	GWD	AFR	false	false	5	false
HG03034	GWD	AFR	true	true	2	false
HG03035	GWD	AFR	false	true	4	false
HG03039	GWD	AFR	false	true	5	false
HG03040	GWD	AFR	true	false	3	false
HG03041	GWD	AFR	true	true	2	false
HG03045	GWD	AFR	false	false	6	false
HG03046	GWD	AFR	true	true	7	false
HG03047	GWD	AFR	true	false	6	false
HG03048	GWD	AFR	false	true	4	false
HG03049	GWD	AFR	true	false	4	false
HG03050	GWD	AFR	false	false	3	false
HG03052	MSL	AFR	true	true	5	false
HG03053	MSL	AFR	true	false	2	false
HG03054	MSL	AFR	false	false	3	false
HG03055	MSL	AFR	true	false	3	false
HG03056	MSL	AFR	false	false	5	false
HG03057	MSL	AFR	false	false	4	false
HG03058	MSL	AFR	true	false	2	false
HG03059	MSL	AFR	false	false	2	false
HG03060	MSL	AFR	false	false	5	false
HG03061	MSL	AFR	true	true	3	false
HG03062	MSL	AFR	false	false	5	false
HG03063	MSL	AFR	false	false	4	false
HG03064	MSL	AFR	true	false	4	false
HG03065	MSL	AFR	false	false	5	false
HG03066	MSL	AFR	false	true	3	false
HG03069	MSL	AFR	false	false	5	false
HG03072	MSL	AFR	false	true	2	false
HG03073	MSL	AFR	true	false	2	false
HG03074	MSL	AFR	false	false	5	false
HG03076	MSL	AFR	true	true	0	false
HG03077	MSL	AFR	false	false	5	false
HG03078	MSL	AFR	false	false	3	false
HG03079	MSL	AFR	true	false	4	false
HG03080	MSL	AFR	true	false	3	false
HG03081	MSL	AFR	false	false	4	false
HG03082	MSL	AFR	true	true	7	false
HG03084	MSL	AFR	false	true	7	false
HG03085	MSL	AFR	true	true	3	false
HG03086	MSL	AFR	true	true	2	false
HG03088	MSL	AFR	true	false	5	false
HG03091	MSL	AFR	true	false	1	false
HG03095	MSL	AFR	true	true	2	false
HG03096	MSL	AFR	false	false	3	false
HG03097	MSL	AFR	true	true	4	false
HG03098	MSL	AFR	false	true	0	false
HG03099	ESN	AFR	true	false	4	false
HG03100	ESN	AFR	false	true	3	false
HG03101	ESN	AFR	false	false	1	false
HG03103	ESN	AFR	false	false	4	false
HG03104	ESN	AFR	true	false	4	false
HG03105	ESN	AFR	true	false	4	false
HG03107	ESN	AFR	true	false	8	false
HG03108	ESN	AFR	true	true	4	false
HG03109	ESN	AFR	false	false	4	false
HG03110	ESN	AFR	true	false	7	false
HG03111	ESN	AFR	true	true	2	false
HG03112	ESN	AFR	false	true	4	false
HG03113	ESN	AFR	true	false	5	false
HG03114	ESN	AFR	true	true	4	false
HG03115	ESN	AFR	false	false	2	false
HG03116	ESN	AFR	true	true	3	false
HG03117	ESN	AFR	true	false	7	false
HG03118	ESN	AFR	false	true	4	false
HG03119	ESN	AFR	true	true	7	false
HG03120	ESN	AFR	false	true	3	false
HG03121	ESN	AFR	true	true	2	false
HG03122	ESN	AFR	false	false	0	false
HG03123	ESN	AFR	true	false	4	false
HG03124	ESN	AFR	false	true	5	false
HG03125	ESN	AFR	true	true	5	false
HG03126	ESN	AFR	true	false	5	false
HG03127	ESN	AFR	false	false	3	false
HG03128	ESN	AFR	false	true	2	false
HG03129	ESN	AFR	true	true	2	false
HG03130	ESN	AFR	false	true	4	false
HG03131	ESN	AFR	false	true	4	false
HG03132	ESN	AFR	true	true	6	false
HG03133	ESN	AFR	false	false	3	false
HG03134	ESN	AFR	false	true	5	false
HG03135	ESN	AFR	true	false	5	false
HG03136	ESN	AFR	false	false	4	false
HG03137	ESN	AFR	false	false	4	false
HG03139	ESN	AFR	false	false	5	false
HG03140	ESN	AFR	true	false	6	false
HG03157	ESN	AFR	false	true	3	false
HG03158	ESN	AFR	true	true	5	false
HG03159	ESN	AFR	true	false	5	false
HG03160	ESN	AFR	false	false	5	false
HG03161	ESN	AFR	false	false	1	false
HG03162	ESN	AFR	true	true	4	false
HG03163	ESN	AFR	false	true	2	false
HG03164	ESN	AFR	true	true	2	false
HG03166	ESN	AFR	false	true	3	false
HG03167	ESN	AFR	false	false	5	false
HG03168	ESN	AFR	true	false	4	false
HG03169	ESN	AFR	false	false	5	false
HG03170	ESN	AFR	false	true	4	false
HG03171	ESN	AFR	true	true	5	false
HG03172	ESN	AFR	false	false	2	false
HG03173	ESN	AFR	false	false	4	false
HG03175	ESN	AFR	false	true	8	false
HG03176	ESN	AFR	false	true	7	false
HG03189	ESN	AFR	true	false	8	false
HG03190	ESN	AFR	false	false	0	false
HG03191	ESN	AFR	false	true	2	false
HG03193	ESN	AFR	false	false	2	false
HG03194	ESN	AFR	false	true	3	false
HG03195	ESN	AFR	true	false	7	false
HG03196	ESN	AFR	false	false	5	false
HG03197	ESN	AFR	false	true	1	false
HG03198	ESN	AFR	true	false	6	false
HG03199	ESN	AFR	false	true	4	false
HG03200	ESN	AFR	true	false	3	false
HG03202	ESN	AFR	false	false	4	false
HG03203	ESN	AFR	true	true	4	false
HG03209	MSL	AFR	false	false	2	false
HG03212	MSL	AFR	true	true	3	false
HG03224	MSL	AFR	false	true	4	false
HG03225	MSL	AFR	false	false	5	false
HG03228	PJL	SAS	false	true	2	false
HG03229	PJL	SAS	true	false	5	false
HG03230	PJL	SAS	true	false	1	false
HG03234	PJL	SAS	false	true	3	false
HG03235	PJL	SAS	true	true	2	false
HG03236	PJL	SAS	true	true	4	false
HG03237	PJL	SAS	false	false	6	false
HG03238	PJL	SAS	true	true	4	false
HG03239	PJL	SAS	true	true	6	false
HG03240	GWD	AFR	false	true	3	false
HG03241	GWD	AFR	true	false	5	true
HG03242	GWD	AFR	false	true	6	false
HG03246	GWD	AFR	false	true	2	false
HG03247	GWD	AFR	true	false	4	false
HG03248	GWD	AFR	false	true	4	false
HG03249	GWD	AFR	false	false	6	false
HG03250	GWD	AFR	true	false	5	false
HG03251	GWD	AFR	true	false	6	false
HG03258	GWD	AFR	false	false	2	true
HG03259	GWD	AFR	true	false	4	false
HG03260	GWD	AFR	false	false	4	false
HG03265	ESN	AFR	false	false	5	false
HG03266	ESN	AFR	true	false	3	false
HG03267	ESN	AFR	true	true	1	false
HG03268	ESN	AFR	false	false	4	false
HG03269	ESN	AFR	false	false	4	false
HG03270	ESN	AFR	true	true	1	false
HG03271	ESN	AFR	false	false	3	false
HG03272	ESN	AFR	true	false	2	false
HG03279	ESN	AFR	true	false	3	false
HG03280	ESN	AFR	false	true	2	false
HG03291	ESN	AFR	true	false	5	false
HG03293	ESN	AFR	false	false	6	false
HG03294	ESN	AFR	true	false	3	false
HG03295	ESN	AFR	false	false	4	false
HG03296	ESN	AFR	false	false	6	false
HG03297	ESN	AFR	true	false	6	false
HG03298	ESN	AFR	false	false	5	false
HG03299	ESN	AFR	false	true	5	false
HG03300	ESN	AFR	true	false	3	false
HG03301	ESN	AFR	false	false	1	false
HG03302	ESN	AFR	false	false	4	false
HG03303	ESN	AFR	true	false	7	false
HG03304	ESN	AFR	false	false	9	false
HG03305	ESN	AFR	true	true	6	false
HG03306	ESN	AFR	true	true	6	false
HG03307	ESN	AFR	false	true	6	false
HG03308	ESN	AFR	false	true	1	false
HG03309	ESN	AFR	true	true	2	false
HG03310	ESN	AFR	true	true	4	false
HG03311	ESN	AFR	false	true	2	false
HG03312	ESN	AFR	true	false	3	false
HG03313	ESN	AFR	false	false	5	true
HG03314	ESN	AFR	false	false	4	false
HG03339	ESN	AFR	true	false	4	false
HG03341	ESN	AFR	true	false	1	false
HG03342	ESN	AFR	true	true	2	false
HG03343	ESN	AFR	false	false	5	false
HG03344	ESN	AFR	false	true	5	false
HG03350	ESN	AFR	false	false	2	false
HG03351	ESN	AFR	true	false	3	false
HG03352	ESN	AFR	false	false	5	false
HG03354	ESN	AFR	true	false	5	false
HG03361	ESN	AFR	false	false	9	false
HG03362	ESN	AFR	false	true	3	false
HG03363	ESN	AFR	true	false	1	false
HG03365	ESN	AFR	false	true	2	false
HG03366	ESN	AFR	true	false	5	false
HG03367	ESN	AFR	false	false	3	false
HG03368	ESN	AFR	false	false	4	false
HG03369	ESN	AFR	true	true	4	false
HG03370	ESN	AFR	false	false	5	false
HG03371	ESN	AFR	false	false	2	false
HG03372	ESN	AFR	true	false	6	false
HG03373	ESN	AFR	false	false	3	false
HG03374	ESN	AFR	true	false	3	false
HG03376	MSL	AFR	false	true	5	false
HG03378	MSL	AFR	true	true	5	false
HG03380	MSL	AFR	true	false	1	false
HG03381	MSL	AFR	true	false	2	false
HG03382	MSL	AFR	false	true	2	false
HG03383	MSL	AFR	true	true	4	false
HG03384	MSL	AFR	true	false	3	false
HG03385	MSL	AFR	false	true	3	true
HG03388	MSL	AFR	false	false	1	false
HG03390	MSL	AFR	false	true	2	false
HG03391	MSL	AFR	false	false	5	false
HG03393	MSL	AFR	true	true	3	false
HG03394	MSL	AFR	false	true	2	false
HG03397	MSL	AFR	false	false	2	false
HG03398	MSL	AFR	true	false	5	false
HG03399	MSL	AFR	false	false	2	false
HG03401	MSL	AFR	true	true	6	false
HG03402	MSL	AFR	true	true	3	false
HG03408	MSL	AFR	false	true	4	false
HG03410	MSL	AFR	true	false	5	false
HG03411	MSL	AFR	true	false	7	false
HG03419	MSL	AFR	true	false	1	false
HG03428	MSL	AFR	true	true	4	false
HG03431	MSL	AFR	true	true	3	false
HG03432	MSL	AFR	false	false	4	false
HG03433	MSL	AFR	false	true	7	false
HG03436	MSL	AFR	false	false	4	false
HG03437	MSL	AFR	true	false	5	false
HG03438	MSL	AFR	true	false	4	false
HG03439	MSL	AFR	false	true	3	false
HG03442	MSL	AFR	false	false	5	false
HG03445	MSL	AFR	false	true	3	false
HG03446	MSL	AFR	true	false	5	false
HG03449	MSL	AFR	true	false	4	false
HG03450	MSL	AFR	true	false	7	false
HG03451	MSL	AFR	false	false	3	false
HG03452	MSL	AFR	true	false	3	false
HG03453	MSL	AFR	true	true	3	false
HG03454	MSL	AFR	false	true	4	false
HG03455	MSL	AFR	true	false	3	false
HG03456	MSL	AFR	false	false	2	false
HG03457	MSL	AFR	false	true	5	false
HG03458	MSL	AFR	true	false	2	false
HG03459	MSL	AFR	false	false	7	false
HG03460	MSL	AFR	false	true	6	false
HG03461	MSL	AFR	true	false	4	false
HG03462	MSL	AFR	false	false	4	false
HG03464	MSL	AFR	true	false	6	false
HG03465	MSL	AFR	false	true	0	false
HG03466	MSL	AFR	false	false	0	false
HG03468	MSL	AFR	false	false	3	false
HG03469	MSL	AFR	false	true	5	false
HG03470	MSL	AFR	true	false	4	false
HG03471	MSL	AFR	false	false	3	false
HG03472	MSL	AFR	false	true	3	false
HG03473	MSL	AFR	true	true	5	false
HG03474	MSL	AFR	false	false	4	false
HG03476	MSL	AFR	true	true	0	false
HG03477	MSL	AFR	false	true	4	false
HG03478	MSL	AFR	false	false	4	false
HG03479	MSL	AFR	true	true	2	false
HG03480	MSL	AFR	true	true	6	false
HG03484	MSL	AFR	false	false	3	false
HG03485	MSL	AFR	true	true	6	false
HG03486	MSL	AFR	true	true	2	false
HG03487	PJL	SAS	false	true	4	false
HG03488	PJL	SAS	true	false	4	false
HG03489	PJL	SAS	false	false	3	false
HG03490	PJL	SAS	false	false	4	true
HG03491	PJL	SAS	true	true	2	false
HG03492	PJL	SAS	false	true	4	false
HG03493	ESN	AFR	true	true	5	false
HG03499	ESN	AFR	true	true	3	false
HG03508	ESN	AFR	true	true	5	false
HG03510	ESN	AFR	true	false	4	false
HG03511	ESN	AFR	true	false	1	false
HG03513	ESN	AFR	false	true	4	false
HG03514	ESN	AFR	true	false	6	false
HG03515	ESN	AFR	false	true	4	false
HG03516	ESN	AFR	true	true	4	false
HG03517	ESN	AFR	true	true	3	false
HG03518	ESN	AFR	false	false	3	false
HG03519	ESN	AFR	false	false	6	false
HG03520	ESN	AFR	true	false	7	false
HG03521	ESN	AFR	false	false	0	false
HG03522	ESN	AFR	true	true	4	false
HG03538	GWD	AFR	false	true	5	false
HG03539	GWD	AFR	true	false	6	false
HG03540	GWD	AFR	true	false	6	false
HG03547	MSL	AFR	false	false	1	false
HG03548	MSL	AFR	true	false	4	false
HG03549	MSL	AFR	true	false	4	false
HG03556	MSL	AFR	false	false	3	false
HG03557	MSL	AFR	true	true	1	false
HG03558	MSL	AFR	true	true	5	false
HG03559	MSL	AFR	false	true	4	false
HG03563	MSL	AFR	true	true	3	false
HG03564	MSL	AFR	true	true	0	false
HG03565	MSL	AFR	false	true	4	false
HG03566	MSL	AFR	true	true	5	false
HG03567	MSL	AFR	true	true	4	false
HG03569	MSL	AFR	true	true	2	false
HG03571	MSL	AFR	false	false	1	false
HG03572	MSL	AFR	true	true	4	false
HG03574	MSL	AFR	false	false	7	false
HG03575	MSL	AFR	true	false	4	false
HG03576	MSL	AFR	true	true	2	false
HG03577	MSL	AFR	false	true	6	false
HG03578	MSL	AFR	true	false	3	false
HG03579	MSL	AFR	false	true	3	false
HG03582	MSL	AFR	false	true	5	false
HG03583	MSL	AFR	true	true	5	false
HG03584	MSL	AFR	true	false	4	false
HG03585	BEB	SAS	false	true	6	false
HG03587	BEB	SAS	true	false	3	false
HG03589	BEB	SAS	true	false	5	false
HG03590	BEB	SAS	false	true	4	false
HG03593	BEB	SAS	false	false	6	false
HG03594	BEB	SAS	false	false	5	false
HG03595	BEB	SAS	true	true	2	false
HG03596	BEB	SAS	false	false	5	false
HG03598	BEB	SAS	true	true	4	false
HG03599	BEB	SAS	true	false	4	false
HG03600	BEB	SAS	false	false	4	false
HG03602	BEB	SAS	false	false	5	true
HG03603	BEB	SAS	false	true	4	false
HG03604	BEB	SAS	true	false	8	false
HG03605	BEB	SAS	true	true	2	false
HG03606	BEB	SAS	false	false	8	false
HG03607	BEB	SAS	true	false	5	true
HG03611	BEB	SAS	true	false	4	false
HG03615	BEB	SAS	false	true	4	false
HG03616	BEB	SAS	true	true	2	false
HG03617	BEB	SAS	true	true	3	false
HG03618	PJL	SAS	false	false	4	false
HG03619	PJL	SAS	true	false	6	false
HG03620	PJL	SAS	true	true	5	false
HG03621	PJL	SAS	false	false	2	false
HG03624	PJL	SAS	false	true	6	false
HG03625	PJL	SAS	true	true	5	false
HG03626	PJL	SAS	true	true	2	false
HG03629	PJL	SAS	false	true	4	false
HG03631	PJL	SAS	true	false	3	false
HG03633	PJL	SAS	false	false	6	false
HG03634	PJL	SAS	true	false	4	false
HG03635	PJL	SAS	true	false	7	false
HG03636	PJL	SAS	false	true	6	false
HG03638	PJL	SAS	true	true	7	false
HG03639	PJL	SAS	false	true	5	false
HG03640	PJL	SAS	true	false	6	false
HG03641	PJL	SAS	false	true	4	false
HG03642	STU	SAS	true	false	3	false
HG03643	STU	SAS	true	false	4	false
HG03644	STU	SAS	false	false	3	false
HG03645	STU	SAS	true	true	2	false
HG03646	STU	SAS	false	false	4	false
HG03649	PJL	SAS	false	true	7	false
HG03650	PJL	SAS	true	false	2	false
HG03651	PJL	SAS	false	true	4	false
HG03652	PJL	SAS	false	false	7	false
HG03653	PJL	SAS	true	true	2	false
HG03654	PJL	SAS	false	true	1	false
HG03656	PJL	SAS	true	false	3	true
HG03657	PJL	SAS	false	false	4	false
HG03660	PJL	SAS	false	false	8	false
HG03663	PJL	SAS	false	false	2	false
HG03667	PJL	SAS	false	true	6	false
HG03668	PJL	SAS	true	false	7	false
HG03669	PJL	SAS	true	true	6	false
HG03672	STU	SAS	false	false	6	false
HG03673	STU	SAS	true	true	6	false
HG03679	STU	SAS	false	false	4	false
HG03680	STU	SAS	false	false	5	false
HG03681	STU	SAS	false	true	4	false
HG03682	STU	SAS	false	true	4	false
HG03683	STU	SAS	true	false	7	false
HG03684	STU	SAS	true	false	5	false
HG03685	STU	SAS	false	false	4	false
HG03686	STU	SAS	false	true	4	false
HG03687	STU	SAS	false	false	5	false
HG03688	STU	SAS	false	false	4	false
HG03689	STU	SAS	true	true	4	false
HG03690	STU	SAS	true	true	5	false
